file,PAC Name (Affiliate),Country of Origin/Parent Company,Total,Dems,Repubs
"data/Foreign Connected PACs, 2009-2010.csv",Diageo North America/CT (Diageo PLC),UK/Diageo PLC,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",DRS Technologies,Italy/Finmeccanica SpA,"$416,300","$186,000","$229,300"
"data/Foreign Connected PACs, 2009-2010.csv",EADS North America,Netherlands/European Aeronautic Defence & Space Co,"$207,200","$104,500","$102,700"
"data/Foreign Connected PACs, 2009-2010.csv",Eisai Inc,Japan/Eisai Co Ltd,"$68,000","$48,500","$19,500"
"data/Foreign Connected PACs, 2009-2010.csv",Elbit Systems of America,Israel/Elbit Systems Ltd,"$22,500","$11,500","$11,000"
"data/Foreign Connected PACs, 2009-2010.csv",Embraer Aircraft Holdings,Brazil/Embraer-Empresa Brasileira de Aeronautic,"$7,000","$2,500","$3,500"
"data/Foreign Connected PACs, 2009-2010.csv",EmCare Inc (Onex Corp),Canada/Onex Corp,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",EMD Serono Inc,Germany/Merck KGaA,"$123,000","$83,000","$40,000"
"data/Foreign Connected PACs, 2009-2010.csv",EnCana Oil & Gas USA,Canada/EnCana Corp,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",Essroc Corp,Italy/Italcementi Group,"$8,500","$2,500","$6,000"
"data/Foreign Connected PACs, 2009-2010.csv",Experian,UK/Experian,"$477,727","$145,000","$332,727"
"data/Foreign Connected PACs, 2009-2010.csv",Farmers Group (Zurich Financial Services),Switzerland/Zurich Financial Services,"$176,944","$34,650","$141,794"
"data/Foreign Connected PACs, 2009-2010.csv",First Hawaiian Bank (BNP Paribas),France/BNP Paribas,"$11,300","$9,800","$1,500"
"data/Foreign Connected PACs, 2009-2010.csv",FirstGroup America (FirstGroup PLC),UK/FirstGroup PLC,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",Food Lion,Belgium/Delhaize Group,"$14,000","$4,500","$9,500"
"data/Foreign Connected PACs, 2009-2010.csv",Foster Wheeler,Switzerland/Foster Wheeler PLC,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",Fresenius Medical Care North America,Germany/Fresenius Medical Care,"$125,102","$97,500","$27,602"
"data/Foreign Connected PACs, 2009-2010.csv",G4S Secure Solutions,UK/G4S plc,"$61,500","$24,000","$32,500"
"data/Foreign Connected PACs, 2009-2010.csv",GDF Suez Energy North America,France/GDF SUEZ,"$72,750","$41,000","$26,750"
"data/Foreign Connected PACs, 2009-2010.csv",Genentech Inc (Roche Holdings),Switzerland/Roche Holdings,"$290,500","$128,500","$160,000"
"data/Foreign Connected PACs, 2009-2010.csv",General Cigar Co,Sweden/Scandinavian Tobacco Group,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",GKN Corp,UK/GKN PLC,"$1,000","$1,000",$0
"data/Foreign Connected PACs, 2009-2010.csv",Glanbia Foods (Glanbia PLC),Ireland/Glanbia PLC,"$2,900",$500,"$2,400"
"data/Foreign Connected PACs, 2009-2010.csv",GlaxoSmithKline,UK/GlaxoSmithKline,"$619,500","$316,000","$297,500"
"data/Foreign Connected PACs, 2009-2010.csv",Grand Trunk Western-Illinois Central RR,Canada/Canadian National Railway,"$44,250","$26,000","$18,250"
"data/Foreign Connected PACs, 2009-2010.csv",Great-West Life & Annuity Insurance (Power Financial Corp),Canada/Power Financial Corp,"$12,000","$6,000","$6,000"
"data/Foreign Connected PACs, 2009-2010.csv",Greyhound Lines (FirstGroup PLC),UK/FirstGroup PLC,"$16,000","$10,500","$5,500"
"data/Foreign Connected PACs, 2009-2010.csv",Gtech Corp,Italy/B&D Holding Di Marco Drago e C Sapa,"$3,500","$3,500",$0
"data/Foreign Connected PACs, 2009-2010.csv",Halcrow Inc,UK/Halcrow Holdings,"$1,000","$1,000",$0
"data/Foreign Connected PACs, 2009-2010.csv",Heineken USA,Netherlands/L'Arche Green NV,"$53,500","$34,000","$19,500"
"data/Foreign Connected PACs, 2009-2010.csv",Henkel Corp (Henkel KGaA),Germany/Henkel KGaA,"$11,000","$7,000","$4,000"
"data/Foreign Connected PACs, 2009-2010.csv",Herbalife International of America,UK/Herbalife International,"$63,080","$35,000","$28,080"
"data/Foreign Connected PACs, 2009-2010.csv",Hill & Knowlton (WPP Group),UK/WPP Group,"$1,250","$1,000",$250
"data/Foreign Connected PACs, 2009-2010.csv",Hoffmann-La Roche (Roche Holdings),Switzerland/Roche Holdings,"$172,000","$98,500","$71,000"
"data/Foreign Connected PACs, 2009-2010.csv",Holcim US,Switzerland/Holcim Ltd,"$33,500","$25,000","$8,500"
"data/Foreign Connected PACs, 2009-2010.csv",Horizon Wind Energy,Portugal/EDP Renovaveis,"$2,250","$1,250","$1,000"
"data/Foreign Connected PACs, 2009-2010.csv",HSBC North America (HSBC Holdings),UK/HSBC Holdings,"$339,000","$156,500","$182,500"
"data/Foreign Connected PACs, 2009-2010.csv",HSBC North America/Florida (HSBC Holdings),UK/HSBC Holdings,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",Iberdrola Renewables (Iberdrola SA),Spain/Iberdrola SA,"$30,000","$26,500","$2,500"
"data/Foreign Connected PACs, 2009-2010.csv",Iberdrola USA (Iberdrola SA),Spain/Iberdrola SA,"$11,250","$11,250",$0
"data/Foreign Connected PACs, 2009-2010.csv",Infineon Technologies,Germany/Infineon Technologies AG,"$1,000","$1,000",$0
"data/Foreign Connected PACs, 2009-2010.csv",ING US (ING Group),Netherlands/ING Group,"$110,500","$68,000","$42,500"
"data/Foreign Connected PACs, 2009-2010.csv",Intelsat US (Serafina SA),Luxembourg/Serafina SA,"$66,900","$48,900","$18,000"
"data/Foreign Connected PACs, 2009-2010.csv",Intergraph Corp,Sweden/Hexagon AB,"$19,000","$7,000","$12,000"
"data/Foreign Connected PACs, 2009-2010.csv",International Power America,UK/International Power,"$19,000","$11,500","$4,000"
"data/Foreign Connected PACs, 2009-2010.csv",International Securities Exchange,Germany/Deutsche Boerse,"$49,500","$31,500","$18,000"
"data/Foreign Connected PACs, 2009-2010.csv",Jackson National Life Insurance,UK/Prudential PLC,"$122,774","$40,000","$82,774"
"data/Foreign Connected PACs, 2009-2010.csv",JBS USA,Brazil/JBS SA,"$162,050","$58,000","$104,050"
"data/Foreign Connected PACs, 2009-2010.csv",John Hancock Life Insurance,Canada/Manulife Financial,"$143,900","$96,500","$47,400"
"data/Foreign Connected PACs, 2009-2010.csv",Kurtzman Carson Consultants,Australia/Computershare Limited,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",LaFarge North America,France/Lafarge SA,"$91,000","$37,500","$53,500"
"data/Foreign Connected PACs, 2009-2010.csv",Learjet Inc (Bombardier Inc),Canada/Bombardier Inc,"$5,580","$1,000","$4,580"
"data/Foreign Connected PACs, 2009-2010.csv",Linde North America,Germany/Linde AG,"$10,000","$8,000","$2,000"
"data/Foreign Connected PACs, 2009-2010.csv",Louis Dreyfus Group (Louis Dreyfus SAS),Netherlands/Louis Dreyfus SAS,"$37,500","$12,000","$25,500"
"data/Foreign Connected PACs, 2009-2010.csv",Lundbeck Inc,Denmark/H Lundbeck A/S,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",LyondellBasell Industries,Netherlands/LyondellBasell Industries,"$65,750","$27,000","$34,250"
"data/Foreign Connected PACs, 2009-2010.csv",Maersk Inc (AP Moller-Maersk),Denmark/AP Moller-Maersk,"$136,750","$81,000","$54,750"
"data/Foreign Connected PACs, 2009-2010.csv",Magna Holdings of America,Canada/Magna International,"$2,250","$2,250",$0
"data/Foreign Connected PACs, 2009-2010.csv",Marinette Marine,Italy/Fincantieri-Cantieri Navali Italiani SpA,"$12,700","$7,200","$5,500"
"data/Foreign Connected PACs, 2009-2010.csv",Massachusetts Financial Services (Sun Life Financial),Canada/Sun Life Financial Services,"$40,000","$23,000","$17,000"
"data/Foreign Connected PACs, 2009-2010.csv",MBDA Inc,UK/MBDA,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",McDermott International (McDermott International),Panama/McDermott International,"$35,500","$3,500","$31,000"
"data/Foreign Connected PACs, 2009-2010.csv",Medimmune Inc (AstraZeneca PLC),UK/AstraZeneca PLC,"$104,500","$60,500","$41,000"
"data/Foreign Connected PACs, 2009-2010.csv",Metallurg Vanadium Corp,Netherlands/AMG Advanced Metallurgical Group,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",Metro-Goldwyn-Mayer (Sony Corp),Japan/Sony Corp,"($2,500)",$0,"($2,500)"
"data/Foreign Connected PACs, 2009-2010.csv",Millennium Pharmaceuticals (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"$28,000","$22,000","$6,000"
"data/Foreign Connected PACs, 2009-2010.csv",Miller Brewing (SABMiller),UK/SABMiller PLC,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",MillerCoors LLC (SABMiller),UK/SABMiller PLC,"$205,500","$97,500","$107,000"
"data/Foreign Connected PACs, 2009-2010.csv",National Grid USA (National Grid plc),UK/National Grid plc,"$141,350","$121,100","$18,250"
"data/Foreign Connected PACs, 2009-2010.csv",National Grid USA (National Grid plc),UK/National Grid plc,$500,$500,$0
"data/Foreign Connected PACs, 2009-2010.csv",Nestle Purina PetCare (Nestle SA),Switzerland/Nestle SA,"$25,500","$4,500","$21,000"
"data/Foreign Connected PACs, 2009-2010.csv",Nestle Waters North America (Nestle SA),Switzerland/Nestle,"$19,500","$10,500","$8,000"
"data/Foreign Connected PACs, 2009-2010.csv",Nomura Holding America,Japan/Nomura Holdings,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",Novartis Corp (Novartis AG),Switzerland/Novartis AG,"$339,750","$163,250","$174,000"
"data/Foreign Connected PACs, 2009-2010.csv",Novo Nordisk,Denmark/Novo Nordisk A/S,"$170,818","$102,318","$67,500"
"data/Foreign Connected PACs, 2009-2010.csv",Oldcastle Materials,Ireland/CRH PLC,"$301,000","$165,500","$134,500"
"data/Foreign Connected PACs, 2009-2010.csv",Parsons Brinckerhoff,UK/Balfour Beatty,"$162,618","$127,718","$34,900"
"data/Foreign Connected PACs, 2009-2010.csv",PBS&J Inc,UK/WS Atkins PLC,"$11,750","$9,100",$250
"data/Foreign Connected PACs, 2009-2010.csv",Pernod Ricard USA,France/Pernod Ricard SA,"$21,500","$12,000","$9,500"
"data/Foreign Connected PACs, 2009-2010.csv",Peter Pan Seafoods,Japan/Maruha Nichiro Holdings,"$3,350","$1,500",$250
"data/Foreign Connected PACs, 2009-2010.csv",Pharmavite LLC,Japan/Otsuka Pharmaceutical,"$47,000","$23,000","$22,000"
"data/Foreign Connected PACs, 2009-2010.csv",Philips Electronics North America (Philips Electronics),Netherlands/Philips Electronics,"$118,200","$38,250","$76,200"
"data/Foreign Connected PACs, 2009-2010.csv",Philips Medical Systems (Philips Electronics),Netherlands/Philips Electronics,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",PotashCorp,Canada/Potash Corporation of Saskatchewan,"$54,000","$15,500","$38,500"
"data/Foreign Connected PACs, 2009-2010.csv",Putnam Investments (Power Financial Corp),Canada/Power Financial Corp,"$17,266","$11,766","$5,500"
"data/Foreign Connected PACs, 2009-2010.csv",QBE Regional Insurance,Australia/QBE Insurance Group,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",QinetiQ North America (Qinetiq Group),UK/QinetiQ Group,"$22,000","$10,500","$11,500"
"data/Foreign Connected PACs, 2009-2010.csv",RBC Centura Banks (Royal Bank of Canada),Canada/Royal Bank of Canada,"$1,250","$1,000",$250
"data/Foreign Connected PACs, 2009-2010.csv",Reebok International,Germany/adidas AG,"$4,500","$4,500",$0
"data/Foreign Connected PACs, 2009-2010.csv",Reed Elsevier Inc,UK/Reed Elsevier Group,"$97,300","$60,500","$36,800"
"data/Foreign Connected PACs, 2009-2010.csv",Renewable Energy Systems Americas,UK/Renewable Energy Systems,"$27,750","$22,500","$3,250"
"data/Foreign Connected PACs, 2009-2010.csv",Renre North America Inc,UK/RenaissanceRe Holdings,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",Research In Motion,Canada/Research in Motion,"$16,000","$8,000","$8,000"
"data/Foreign Connected PACs, 2009-2010.csv",Rio Tinto America,UK/Rio Tinto Group,"$71,000","$36,500","$30,500"
"data/Foreign Connected PACs, 2009-2010.csv",Rolls-Royce North America (Rolls-Royce PLC),UK/Rolls-Royce PLC,"$353,800","$176,800","$172,000"
"data/Foreign Connected PACs, 2009-2010.csv",Sanofi-Aventis US (Sanofi-Aventis),France/Sanofi-Aventis,"$87,000","$43,500","$43,500"
"data/Foreign Connected PACs, 2009-2010.csv",Sanofi-Pasteur Inc (Sanofi-Aventis),France/Sanofi-Aventis,"$44,500","$19,750","$24,750"
"data/Foreign Connected PACs, 2009-2010.csv",Santander Bank (Banco Santander),Spain/Banco Santander,"$9,500","$9,500",$0
"data/Foreign Connected PACs, 2009-2010.csv",SAP America,Germany/SAP AG,"$46,500","$31,000","$15,500"
"data/Foreign Connected PACs, 2009-2010.csv",Schaeffler Group USA,Germany/Schaeffler Group,"$3,000","$2,000","$1,000"
"data/Foreign Connected PACs, 2009-2010.csv",Securitas Security Services USA,Sweden/Securitas AB,"$10,500",$0,"$10,500"
"data/Foreign Connected PACs, 2009-2010.csv",Serco Inc,UK/Serco Group,"$86,900","$41,000","$45,900"
"data/Foreign Connected PACs, 2009-2010.csv",SES Americom (SES SA),Luxembourg/SES SA,"$3,000","$3,000",$0
"data/Foreign Connected PACs, 2009-2010.csv",Severstal Warren,Russia/OAO Severstal,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",Shell Oil,Netherlands/Royal Dutch Shell,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",Shire Pharmaceuticals,UK/Shire Plc,"$1,500","$1,000",$500
"data/Foreign Connected PACs, 2009-2010.csv",Siemens Corp,Germany/Siemens AG,"$302,000","$171,000","$128,000"
"data/Foreign Connected PACs, 2009-2010.csv",Skilled Healthcare Group (Onex Corp),Canada/Onex Corp,"$13,500","$13,500",$0
"data/Foreign Connected PACs, 2009-2010.csv",Smith & Nephew,UK/Smith & Nephew Plc,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",Smiths Detection,UK/Smiths Group PLC,"$10,800","$7,800","$1,000"
"data/Foreign Connected PACs, 2009-2010.csv",Sodexo Inc,France/Sodexo,"$49,500","$41,000","$8,500"
"data/Foreign Connected PACs, 2009-2010.csv",Sony Pictures Entertainment (Sony Corp),Japan/Sony Corp,"$191,900","$111,400","$79,500"
"data/Foreign Connected PACs, 2009-2010.csv",Space Systems/Loral,UK/Loral Space & Communications,"$6,900","$6,900",$0
"data/Foreign Connected PACs, 2009-2010.csv",Spirit Aerosystems (Onex Corp),Canada/Onex Corp,"$28,400","$5,000","$23,400"
"data/Foreign Connected PACs, 2009-2010.csv",Stanley Inc (CGI Group),Canada/CGI Group,"$17,400","$8,200","$9,200"
"data/Foreign Connected PACs, 2009-2010.csv",Sun Life Assurance of Canada (Sun Life Financial),Canada/Sun Life Financial,"$19,900","$13,900","$6,000"
"data/Foreign Connected PACs, 2009-2010.csv",Sunovion Pharmaceuticals,Japan/Sumitomo Chemical,"$32,500","$29,500","$3,000"
"data/Foreign Connected PACs, 2009-2010.csv",Swedish Match North America (Swedish Match AB),Sweden/Swedish Match AB,"$71,500","$32,500","$39,000"
"data/Foreign Connected PACs, 2009-2010.csv",Swiss Re America,Switzerland/Swiss Reinsurance,"$20,200","$12,400","$7,800"
"data/Foreign Connected PACs, 2009-2010.csv",Syngenta Corp,Switzerland/Syngenta AG,"$249,000","$145,500","$103,500"
"data/Foreign Connected PACs, 2009-2010.csv",T-Mobile USA,Germany/Deutsche Telekom AG,"$398,150","$220,400","$177,750"
"data/Foreign Connected PACs, 2009-2010.csv",Takeda Pharmaceuticals North America (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"$17,000","$7,000","$10,000"
"data/Foreign Connected PACs, 2009-2010.csv",Talecris Biotherapeutics,Spain/Grifols SA,"$50,000","$25,000","$25,000"
"data/Foreign Connected PACs, 2009-2010.csv",Tate & Lyle Americas (Tate & Lyle),UK/Tate & Lyle,"$28,950","$11,500","$17,450"
"data/Foreign Connected PACs, 2009-2010.csv",Teva Pharmaceuticals USA,Israel/Teva Pharmaceutical Industries,"$96,700","$56,200","$40,500"
"data/Foreign Connected PACs, 2009-2010.csv",Timex Group USA,Netherlands/Timex Group,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",Tyco International,Ireland/Tyco International,"$263,000","$134,000","$129,000"
"data/Foreign Connected PACs, 2009-2010.csv",UBS Americas,Switzerland/UBS AG,"$469,500","$258,500","$206,000"
"data/Foreign Connected PACs, 2009-2010.csv",Ultra Electronics Prologic,UK/Ultra Electronics,"$33,450","$20,000","$12,950"
"data/Foreign Connected PACs, 2009-2010.csv",UnionBanCal Corp,Japan/Mitsubishi UFJ Financial Group,$0,$0,$0
"data/Foreign Connected PACs, 2009-2010.csv",United Water,France/SUEZ Environnement,"$15,100","$10,100","$5,000"
"data/Foreign Connected PACs, 2009-2010.csv",Universal Music Group (Vivendi Universal),France/Vivendi Universal,"$145,300","$82,800","$61,500"
"data/Foreign Connected PACs, 2009-2010.csv",VT Halter Marine,Singapore/ST Engineering,"$4,000","$2,500","$1,000"
"data/Foreign Connected PACs, 2009-2010.csv",Weatherford US,UK/Weatherford International,"$11,100","$2,900","$8,200"
"data/Foreign Connected PACs, 2009-2010.csv",Westfield Corp,Australia/Westfield Group of Australia,"$15,126","$15,126",$0
"data/Foreign Connected PACs, 2009-2010.csv",Westinghouse Electric,Japan/Toshiba Corp,"$35,000","$18,500","$16,500"
"data/Foreign Connected PACs, 2009-2010.csv",Wexler & Walker Public Policy Assoc (WPP Group),UK/WPP Group,"$100,000","$62,500","$36,500"
"data/Foreign Connected PACs, 2009-2010.csv",Willis North America,UK/Willis Group Holdings,"$7,500","$4,500","$3,000"
"data/Foreign Connected PACs, 2009-2010.csv",XL America,Ireland/XL Group PLC,"$1,500","$1,500",$0
"data/Foreign Connected PACs, 2009-2010.csv",Zurich Insurance (Zurich Financial Services),Switzerland/Zurich Financial Services,"$168,000","$78,000","$90,000"
"data/Foreign Connected PACs, 2011-2012.csv",ABB Group,Switzerland/Asea Brown Boveri,"$5,500","$3,500","$2,000"
"data/Foreign Connected PACs, 2011-2012.csv",Abengoa Solar,Spain/Abengoa SA,$0,$0,$0
"data/Foreign Connected PACs, 2011-2012.csv",Accenture (Accenture),Ireland/Accenture plc,$0,$0,$0
"data/Foreign Connected PACs, 2011-2012.csv",Accenture (Accenture),Ireland/Accenture plc,"$304,500","$160,000","$144,500"
"data/Foreign Connected PACs, 2011-2012.csv",ACE INA,Switzerland/ACE Ltd,"$281,500","$121,500","$160,000"
"data/Foreign Connected PACs, 2011-2012.csv",Advance America Cash Advance Centers (Grupo Salinas),Mexico/Grupo Salinas,"$115,750","$22,000","$93,750"
"data/Foreign Connected PACs, 2011-2012.csv",Advanced BioHealing (Shire Plc),UK/Shire Plc,"$37,250","$19,750","$17,500"
"data/Foreign Connected PACs, 2011-2012.csv",Agrium US,Canada/Agrium Inc,$112,$0,$112
"data/Foreign Connected PACs, 2011-2012.csv",Air Liquide America,France/L'Air Liquide SA,"$25,500","$12,000","$9,000"
"data/Foreign Connected PACs, 2011-2012.csv",Alcatel-Lucent USA (Alcatel-Lucent),France/Alcatel-Lucent,"$19,000","$8,000","$11,000"
"data/Foreign Connected PACs, 2011-2012.csv",Alcon Laboratories (Novartis AG),Switzerland/Novartis,"$8,000","$2,000","$6,000"
"data/Foreign Connected PACs, 2011-2012.csv",Alkermes Inc,Ireland/Alkermes Plc,"$6,000","$1,000","$5,000"
"data/Foreign Connected PACs, 2011-2012.csv",Allianz of America (Allianz),Germany/Allianz AG Holding,"$80,750","$25,000","$55,750"
"data/Foreign Connected PACs, 2011-2012.csv",Alstom,France/Alstom SA,$0,$0,$0
"data/Foreign Connected PACs, 2011-2012.csv",AMG Vanadium,Netherlands/AMG Advanced Metallurgical Group,$0,$0,$0
"data/Foreign Connected PACs, 2011-2012.csv",Anheuser-Busch,Belgium/Anheuser-Busch InBev,"$806,381","$361,381","$445,000"
"data/Foreign Connected PACs, 2011-2012.csv",AON Corp (AON plc),UK/AON PLC,"$115,000","$49,000","$66,000"
"data/Foreign Connected PACs, 2011-2012.csv",APL Ltd,Singapore/Neptune Orient Lines Ltd,"$35,500","$6,000","$29,500"
"data/Foreign Connected PACs, 2011-2012.csv",Arcadis US,Netherlands/Arcadis NV,"$184,500","$95,000","$89,500"
"data/Foreign Connected PACs, 2011-2012.csv",ArcelorMittal USA,Luxembourg/ArcelorMittal,"$69,500","$29,000","$40,500"
"data/Foreign Connected PACs, 2011-2012.csv",Arch Capital Group (US),UK/Arch Capital Group,"$9,000","$2,000","$7,000"
"data/Foreign Connected PACs, 2011-2012.csv",AREVA Inc,France/Areva Group,"$106,750","$48,250","$58,500"
"data/Foreign Connected PACs, 2011-2012.csv",Arkema Inc,France/Arkema,"$22,500","$6,000","$16,500"
"data/Foreign Connected PACs, 2011-2012.csv",Ashta Chemicals,Mexico/Bigshire Mexico,$0,$0,$0
"data/Foreign Connected PACs, 2011-2012.csv",Astellas US,Japan/Astellas Pharma,"$85,500","$44,000","$41,500"
"data/Foreign Connected PACs, 2011-2012.csv",AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK/AstraZeneca PLC,"$640,452","$296,952","$343,500"
